transect,quad,species,height_mm,mxdiam_mm,flws,frts,buds,data_notes,data_entry_notes,,,,,,,,,,,,,,,,,,
BT-15,3,phyemp,30,37,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,3,phyemp,22,192,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,4,casmer,17,152,3,4,1,,,,,,,,,,,,,,,,,,,,
BT-15,4,phyemp,40,242,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,5,casmer,77,400,16,7,0,,,,,,,,,,,,,,,,,,,,
BT-15,5,casmer,31,84,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,6,phygla,27,212,0,0,9,,,,,,,,,,,,,,,,,,,,
BT-15,6,phygla,44,274,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,7,casmer,20,230,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,7,casmer,7,90,0,0,2,,,,,,,,,,,,,,,,,,,,
BT-15,7,casmer,42,200,4,0,3,,,,,,,,,,,,,,,,,,,,
BT-15,7,casmer,4,40,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-15,7,casmer,11,30,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,1,phyemp,NA,NA,NA,NA,NA,,data not given/written,,,,,,,,,,,,,,,,,,
BT-16,1,phyemp,NA,NA,NA,NA,NA,,data not given/written,,,,,,,,,,,,,,,,,,
BT-16,1,casmer,73,320,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,1,casmer,114,500,0,1,0,,,,,,,,,,,,,,,,,,,,
BT-16,1,casmer,103,260,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,1,casmer,75,276,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,1,phyemp,148,156,2,0,4,,,,,,,,,,,,,,,,,,,,
BT-16,1,phyemp,87,222,1,2,7,,,,,,,,,,,,,,,,,,,,
BT-16,1,phyemp,57,360,1,2,18,,,,,,,,,,,,,,,,,,,,
BT-16,1,casmer,55,160,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,2,casmer,113,715,5,4,6,,could be a 5 or a 2,,,,,,,,,,,,,,,,,,
BT-16,2,phygla,140,300,4,2,4,,,,,,,,,,,,,,,,,,,,
BT-16,2,phygla,87,38,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,2,phygla,80,52,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,2,phyemp,98,120,0,2,16,,,,,,,,,,,,,,,,,,,,
BT-16,2,casmer,52,105,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,3,phygla,38,232,7,0,6,,,,,,,,,,,,,,,,,,,,
BT-16,3,phygla,80,230,13,0,3,,,,,,,,,,,,,,,,,,,,
BT-16,3,phygla,110,206,23,2,8,,,,,,,,,,,,,,,,,,,,
BT-16,3,phygla,149,425,39,2,13,,Very hard to tell if it is 39 or some variation of #9,,,,,,,,,,,,,,,,,,
BT-16,4,phygla,72,180,1,2,1,,,,,,,,,,,,,,,,,,,,
BT-16,4,phygla,58,170,0,0,1,,,,,,,,,,,,,,,,,,,,
BT-16,4,phygla,110,192,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,4,phygla,52,140,2,0,1,,,,,,,,,,,,,,,,,,,,
BT-16,4,phygla,192,320,19,0,3,,,,,,,,,,,,,,,,,,,,
BT-16,5,phygla,217,350,8,0,4,,,,,,,,,,,,,,,,,,,,
BT-16,5,phygla,256,720,53,2,5,,,,,,,,,,,,,,,,,,,,
BT-16,6,phygla,165,355,4,0,14,,,,,,,,,,,,,,,,,,,,
BT-16,7,phygla,145,550,6,0,6,,,,,,,,,,,,,,,,,,,,
BT-16,7,phygla,150,700,2,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,8,phygla,107,162,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,8,phygla,147,500,18,0,11,,,,,,,,,,,,,,,,,,,,
BT-16,8,phygla,154,260,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,9,phygla,146,540,4,0,17,,,,,,,,,,,,,,,,,,,,
BT-16,9,phygla,55,145,1,0,2,,,,,,,,,,,,,,,,,,,,
BT-16,9,phygla,133,347,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,9,phygla,100,210,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,9,phygla,90,107,1,0,6,,,,,,,,,,,,,,,,,,,,
BT-16,10,phygla,190,390,22,0,1,,,,,,,,,,,,,,,,,,,,
BT-16,10,phygla,100,300,3,2,0,,,,,,,,,,,,,,,,,,,,
BT-16,10,phygla,120,285,0,0,3,,,,,,,,,,,,,,,,,,,,
BT-16,10,phygla,140,230,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-16,10,phygla,33,163,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,1,phyemp,300,560,0,0,7,,,,,,,,,,,,,,,,,,,,
BT-9,1,phyemp,290,620,0,0,10,,,,,,,,,,,,,,,,,,,,
BT-9,1,vacova,100,420,8,0,3,,,,,,,,,,,,,,,,,,,,
BT-9,1,vacova,115,540,10,0,1,,,,,,,,,,,,,,,,,,,,
BT-9,1,vacova,100,520,3,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,2,vacova,90,400,9,1,1,,,,,,,,,,,,,,,,,,,,
BT-9,2,vacova,65,460,5,0,3,,,,,,,,,,,,,,,,,,,,
BT-9,2,vacova,65,430,13,0,1,,,,,,,,,,,,,,,,,,,,
BT-9,3,vacova,80,610,4,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,3,vacova,80,530,14,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,4,vacova,90,560,5,0,4,,,,,,,,,,,,,,,,,,,,
BT-9,4,vacova,60,180,0,0,2,,,,,,,,,,,,,,,,,,,,
BT-9,4,vacova,90,430,7,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,5,vacova,50,280,3,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,5,vacova,60,170,1,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,5,vacova,80,360,4,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,5,vacova,60,510,3,0,7,,,,,,,,,,,,,,,,,,,,
BT-9,6,phyemp,185,230,0,0,5,,,,,,,,,,,,,,,,,,,,
BT-9,6,phyemp,200,300,0,0,9,,,,,,,,,,,,,,,,,,,,
BT-9,6,vacova,110,460,22,0,8,,,,,,,,,,,,,,,,,,,,
BT-9,6,vacova,100,220,4,2,1,,,,,,,,,,,,,,,,,,,,
BT-9,6,vacova,85,420,10,1,15,,,,,,,,,,,,,,,,,,,,
BT-9,6,vacova,60,450,2,0,5,,,,,,,,,,,,,,,,,,,,
BT-9,7,phyemp,245,880,0,0,82,,,,,,,,,,,,,,,,,,,,
BT-9,7,phyemp,155,140,0,0,0,,,,,,,,,,,,,,,,,,,,
BT-9,7,vacova,180,580,12,0,10,,,,,,,,,,,,,,,,,,,,
BT-9,7,vacova,100,380,10,0,2,,,,,,,,,,,,,,,,,,,,
BT-9,7,vacova,40,320,0,0,4,,,,,,,,,,,,,,,,,,,,
BT-9,8,phyemp,215,650,0,0,46,,,,,,,,,,,,,,,,,,,,
BT-9,8,vacova,115,490,6,0,9,,,,,,,,,,,,,,,,,,,,
BT-9,8,vacova,115,710,14,0,12,,,,,,,,,,,,,,,,,,,,
BT-9,9,phyemp,325,610,0,0,55,,,,,,,,,,,,,,,,,,,,
BT-9,9,vacova,135,430,3,0,5,,,,,,,,,,,,,,,,,,,,
BT-9,9,vacova,100,270,3,0,6,,,,,,,,,,,,,,,,,,,,
BT-9,9,vacova,120,500,3,0,6,,,,,,,,,,,,,,,,,,,,
BT-9,9,vacova,65,540,0,0,4,,,,,,,,,,,,,,,,,,,,
BT-9,10,phyemp,385,820,0,0,230,,,,,,,,,,,,,,,,,,,,
BT-9,10,vacova,120,630,8,0,6,,,,,,,,,,,,,,,,,,,,
BT-9,10,vacova,165,510,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,1,casmer,50,330,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,1,casmer,45,380,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,1,casmer,60,430,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,3,casmer,25,270,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,4,casmer,75,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,4,casmer,150,660,0,0,13,,,,,,,,,,,,,,,,,,,,
PR-17,4,casmer,115,230,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,5,casmer,145,430,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,5,casmer,105,420,0,0,0,,flws assumed to be 0,,,,,,,,,,,,,,,,,,
PR-17,5,casmer,115,410,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-17,5,casmer,140,410,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-17,6,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
PR-17,7,casmer,30,330,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,8,casmer,35,340,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,8,casmer,85,500,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,8,phyemp,55,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,9,casmer,110,480,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,9,casmer,75,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,9,casmer,30,230,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,9,casmer,35,330,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-17,10,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
PR-17 ,2,casmer,40,240,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,1,phyemp,100,210,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-18,1,casmer,40,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,1,casmer,60,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,1,casmer,50,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,1,casmer,110,1110,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-18,2,phyemp,70,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,2,phyemp,110,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,2,phyemp,130,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,2,casmer,50,110,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,2,casmer,110,1120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,3,phyemp,150,160,0,0,15,,,,,,,,,,,,,,,,,,,,
PR-18,3,phyemp,80,120,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-18,3,phyemp,120,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,3,casmer,90,1120,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-18,4,phyemp,230,460,0,0,45,,,,,,,,,,,,,,,,,,,,
PR-18,4,phyemp,170,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,4,casmer,180,1000,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-18,5,phyemp,120,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,5,casmer,100,700,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,6,phyemp,110,420,0,0,38,,,,,,,,,,,,,,,,,,,,
PR-18,6,phyemp,120,290,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,6,phyemp,80,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,6,phyemp,140,510,0,0,68,,,,,,,,,,,,,,,,,,,,
PR-18,6,casmer,150,1120,0,0,17,,,,,,,,,,,,,,,,,,,,
PR-18,6,casmer,40,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,7,phyemp,180,330,0,0,17,,,,,,,,,,,,,,,,,,,,
PR-18,7,phyemp,160,170,0,0,38,,,,,,,,,,,,,,,,,,,,
PR-18,7,casmer,90,1120,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-18,7,casmer,150,940,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-18,8,phyemp,170,290,0,0,17,,,,,,,,,,,,,,,,,,,,
PR-18,8,casmer,110,1120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-18,9,phyemp,100,270,0,0,18,,,,,,,,,,,,,,,,,,,,
PR-18,9,phyemp,190,520,0,0,146,,,,,,,,,,,,,,,,,,,,
PR-18,9,casmer,160,1120,0,0,21,,,,,,,,,,,,,,,,,,,,
PR-18,10,phyemp,150,240,0,0,8,,,,,,,,,,,,,,,,,,,,
PR-18,10,phyemp,120,230,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-18,10,phyemp,150,360,0,0,12,,,,,,,,,,,,,,,,,,,,
PR-18,10,casmer,170,1120,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-19,1,carspp,190,330,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,carspp,81,346,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,carspp,65,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,casmer,36,240,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,casmer,15,40,2,0,1,,,,,,,,,,,,,,,,,,,,
PR-19,1,casmer,40,220,3,0,2,,,,,,,,,,,,,,,,,,,,
PR-19,1,casmer,22,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,phyemp,50,210,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,phyemp,72,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,1,phyemp,80,190,1,0,2,,,,,,,,,,,,,,,,,,,,
PR-19,1,phyemp,50,60,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-19,2,carspp,90,120,3,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,2,carspp,40,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,2,c,50,201,0,0,0,,unclear variety,,,,,,,,,,,,,,,,,,
PR-19,2,carspp,70,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,2,carspp,50,70,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,2,phyemp,56,80,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-19,2,phyemp,73,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,2,casmer,30,120,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-19,2,casmer,21,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,3,carspp,50,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,3,carspp,72,230,2,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,3,carspp,55,258,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,3,carspp,50,399,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,3,casmer,47,268,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-19,3,casmer,38,190,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,4,carspp,56,312,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,4,carspp,50,293,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,4,carspp,65,270,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,4,casmer,50,330,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,4,casmer,34,290,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-19,5,carspp,59,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,5,carspp,101,160,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,5,carspp,105,120,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,5,carspp,94,186,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,5,carspp,50,150,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,5,casmer,78,1000,1,0,4,,,,,,,,,,,,,,,,,,,,
PR-19,6,carspp,36,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,6,carspp,43,170,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,6,carspp,32,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,6,carspp,42,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,6,casmer,91,1050,0,0,28,,,,,,,,,,,,,,,,,,,,
PR-19,7,carspp,29,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,7,carspp,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,7,carspp,20,2,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,7,casmer,111,430,0,0,13,,,,,,,,,,,,,,,,,,,,
PR-19,8,carspp,19,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,8,NA,9,11,0,0,0,,no plant name given,,,,,,,,,,,,,,,,,,
PR-19,8,carspp,51,64,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,8,carspp,15,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,8,carspp,23,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,9,carspp,22,53,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,9,NA,28,53,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,9,NA,30,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,9,NA,4,24,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,9,carspp,10,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,10,carspp,20,11,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,10,carspp,33,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,10,carspp,23,41,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,10,carspp,6,73,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-19,10,carspp,19,24,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,vacova,35,700,70,15,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,vacova,35,550,18,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,casmer,25,550,27,5,4,,,,,,,,,,,,,,,,,,,,
PR-20,5,casmer,50,650,42,11,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,phyemp,30,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,phyemp,70,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,5,phyemp,90,350,8,4,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,casmer,55,620,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,carspp,30,83,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,carspp,36,34,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,carspp,33,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,carspp,27,10,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,10,casmer,52,265,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-20,10,casmer,60,530,0,0,18,,,,,,,,,,,,,,,,,,,,
PR-20,9,vacova,45,38,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,vacova,35,174,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,vacova,27,95,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,vacova,32,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,vacova,44,143,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,carova,55,235,0,0,0,,is carova a species?,,,,,,,,,,,,,,,,,,
PR-20,9,carova,52,157,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,carova,54,183,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,carova,58,215,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,carova,40,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,9,casmer,52,455,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-20,9,casmer,65,360,0,0,16,,,,,,,,,,,,,,,,,,,,
PR-20,9,casmer,70,550,0,0,27,,,,,,,,,,,,,,,,,,,,
PR-20,8,phyemp,43,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,casmer,60,563,7,0,30,,,,,,,,,,,,,,,,,,,,
PR-20,8,casmer,56,490,9,0,5,,,,,,,,,,,,,,,,,,,,
PR-20,8,casmer,45,294,4,0,2,,,,,,,,,,,,,,,,,,,,
PR-20,8,carspp,51,210,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,carspp,54,180,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,carspp,48,252,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,carspp,72,225,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,carspp,25,118,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,vacova,41,130,4,6,2,,,,,,,,,,,,,,,,,,,,
PR-20,8,vacova,64,585,15,2,0,,,,,,,,,,,,,,,,,,,,
PR-20,8,vacova,82,545,24,9,2,,,,,,,,,,,,,,,,,,,,
PR-20,8,vacova,49,263,3,1,1,,,,,,,,,,,,,,,,,,,,
PR-20,6,phyemp,50,260,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,phyemp,60,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,phyemp,40,290,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,phyemp,40,270,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,phyemp,60,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,casmer,50,500,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,casmer,50,560,0,0,4,,,,,,,,,,,,,,,,,,,,
PR-20,6,casmer,20,390,4,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,casmer,30,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,casmer,60,500,4,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,vacova,50,500,3,0,2,,,,,,,,,,,,,,,,,,,,
PR-20,6,vacova,50,500,4,0,1,,,,,,,,,,,,,,,,,,,,
PR-20,6,vacova,50,120,4,2,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,vacova,60,360,2,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,6,vacova,100,270,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-20,1,casmer,67,900,26,3,4,,,,,,,,,,,,,,,,,,,,
PR-20,1,casmer,90,600,44,10,5,,,,,,,,,,,,,,,,,,,,
PR-20,1,vacov,73,900,80,8,0,,,,,,,,,,,,,,,,,,,,
PR-20,1,vacova,99,600,4,4,1,,,,,,,,,,,,,,,,,,,,
PR-20,1,phyemp,59,93,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,1,phyemp,63,192,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,1,phyemp,65,158,6,0,8,,,,,,,,,,,,,,,,,,,,
PR-20,1,phyemp,89,90,9,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,1,phyemp,75,105,3,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,casmer,81,330,1,0,1,,,,,,,,,,,,,,,,,,,,
PR-20,2,casmer,62,505,16,6,4,,,,,,,,,,,,,,,,,,,,
PR-20,2,casmer,40,265,0,2,3,,,,,,,,,,,,,,,,,,,,
PR-20,2,casmer,47,270,1,0,3,,,,,,,,,,,,,,,,,,,,
PR-20,2,casmer,56,360,5,1,1,,,,,,,,,,,,,,,,,,,,
PR-20,2,vacova,64,365,2,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,vacova,65,180,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,vacova,65,505,2,2,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,vacova,69,700,5,3,1,,,,,,,,,,,,,,,,,,,,
PR-20,2,vacova,52,180,4,2,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,phyemp,80,104,6,2,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,phyemp,38,66,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,2,phyemp,92,171,5,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,casmer,38,310,1,1,4,,,,,,,,,,,,,,,,,,,,
PR-20,3,casmer,55,680,21,2,4,,,,,,,,,,,,,,,,,,,,
PR-20,3,casmer,44,415,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,casmer,56,308,1,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,vacova,82,434,2,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,vacova,87,680,5,5,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,vacova,50,415,3,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,vacova,54,367,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,vacova,85,542,10,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,phyemp,20,47,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,phyemp,50,45,4,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,phyemp,83,38,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,phyemp,64,85,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-20,3,phyemp,27,55,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,3,casmer,110,275,7,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,casmer,85,450,5,2,1,,,,,,,,,,,,,,,,,,,,
PR-20,4,casmer,76,225,7,4,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,casmer,59,140,6,0,4,,,,,,,,,,,,,,,,,,,,
PR-20,4,casmer,63,172,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,casmer,113,520,38,0,3,,,,,,,,,,,,,,,,,,,,
PR-20,4,vacova,65,210,3,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,vacova,54,181,4,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,vacova,42,355,6,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,vacova,50,295,2,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,vacova,47,425,8,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,phyemp,82,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,phyemp,61,8,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,phyemp,65,115,2,0,2,,,,,,,,,,,,,,,,,,,,
PR-20,4,phyemp,91,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,4,phyemp,33,123,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,casmer,46,600,4,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,casmer,76,105,4,4,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,casmer,41,88,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,casmer,110,225,28,0,2,,,,,,,,,,,,,,,,,,,,
PR-20,7,casmer,46,315,9,0,1,,,,,,,,,,,,,,,,,,,,
PR-20,7,vacova,103,600,17,1,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,vacova,120,225,3,0,0,,,,,,,,,,,,,,,,,,,,
PR-20,7,vacova,35,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,83,60,0,0,0,transect 21 1-10 ruler offset 8mm,,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,104,171,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,130,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,145,20,0,0,0,,,,,,,,,,,,,,,,,,,,
